"6 of Diamonds, Queen of Clubs, 10 of Spades",26,"King of Diamonds, 9 of Diamonds",19,[],,20,9950,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Diamonds, King of Spades",20,"4 of Clubs, King of Spades, 9 of Hearts, Ace of Clubs",24,[],,-10,9930,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Spades, 10 of Spades, 8 of Diamonds",24,"10 of Hearts, 7 of Hearts",17,[],,20,9940,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, 4 of Spades, Jack of Diamonds",21,"4 of Hearts, 7 of Clubs, Jack of Diamonds",21,[],,0,9940,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Spades, 2 of Hearts, Queen of Clubs",22,"5 of Hearts, Queen of Clubs, Queen of Spades",25,[],,0,9940,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, 3 of Hearts, 8 of Clubs",21,"9 of Spades, 3 of Diamonds, King of Diamonds",22,[],,-10,9920,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 2 of Hearts, Jack of Clubs",19,"Queen of Spades, Jack of Spades",20,[],,20,9930,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 3 of Clubs, 2 of Clubs, 8 of Spades, Ace of Hearts",23,"Queen of Hearts, 3 of Clubs, 8 of Spades",21,[],,20,9940,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 8 of Spades, Jack of Clubs",25,"Ace of Diamonds, 2 of Diamonds, 6 of Hearts",19,[],,20,9950,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Diamonds, 8 of Hearts",17,"5 of Diamonds, Jack of Spades, 10 of Diamonds",25,[],,-10,9930,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 7 of Diamonds",17,"2 of Clubs, 3 of Spades, 8 of Diamonds, 8 of Spades",21,[],,20,9940,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Spades, Jack of Clubs",20,"2 of Diamonds, 4 of Diamonds, 4 of Hearts, 5 of Diamonds, 4 of Diamonds",19,[],,-10,9920,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, King of Hearts",20,"10 of Hearts, 2 of Clubs, Queen of Clubs",22,[],,-10,9900,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 3 of Diamonds, 3 of Spades, Queen of Spades",21,"4 of Clubs, 2 of Hearts, Jack of Diamonds, 3 of Hearts",19,[],,-10,9880,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 6 of Diamonds, 10 of Clubs",23,"9 of Hearts, 5 of Clubs, 6 of Clubs",20,[],,20,9890,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, Ace of Spades",21,"8 of Spades, 6 of Spades, 6 of Hearts",20,[],,-10,9870,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 3 of Hearts, 5 of Clubs",18,"5 of Diamonds, 8 of Hearts, Queen of Spades",23,[],,-10,9850,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 8 of Clubs, 9 of Spades",24,"9 of Hearts, 4 of Hearts, 6 of Hearts",19,[],,20,9860,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 6 of Clubs, 9 of Clubs, Ace of Clubs",25,"9 of Diamonds, 2 of Diamonds, Queen of Clubs, Ace of Hearts",22,[],,0,9860,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, Queen of Diamonds, King of Clubs",23,"King of Spades, 3 of Clubs, 3 of Spades, 3 of Diamonds",19,[],,20,9870,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Spades, 8 of Hearts, 3 of Clubs, 10 of Hearts",23,"7 of Diamonds, 5 of Clubs, 3 of Clubs, 8 of Diamonds",23,[],,0,9870,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Diamonds, Queen of Spades",17,"2 of Diamonds, 9 of Spades, 10 of Diamonds, Ace of Hearts",22,[],,-10,9850,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Spades, 9 of Clubs, Queen of Clubs",25,"5 of Spades, 8 of Clubs, 7 of Hearts",20,[],,20,9860,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 9 of Spades, 2 of Hearts, 2 of Hearts, 5 of Hearts",21,"Ace of Clubs, 8 of Clubs",19,[],,-10,9840,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Spades, 6 of Hearts, 4 of Spades, 7 of Spades",19,"2 of Diamonds, Ace of Diamonds, 4 of Hearts",17,[],,-10,9820,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, 5 of Spades, 10 of Diamonds",25,"7 of Diamonds, 5 of Hearts, 10 of Hearts",22,[],,0,9820,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Spades, Queen of Diamonds",20,"King of Clubs, Ace of Clubs",21,[],,20,9830,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Spades, 7 of Spades, 10 of Spades",25,"5 of Clubs, 9 of Hearts, Jack of Hearts, Ace of Hearts",25,[],,0,9830,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Diamonds, Queen of Hearts",17,"Jack of Spades, 4 of Clubs, 5 of Spades",19,[],,20,9840,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, Ace of Clubs",22,"9 of Clubs, 8 of Diamonds",17,[],,20,9850,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Hearts, 4 of Spades, 10 of Clubs",19,"6 of Diamonds, 4 of Spades, Ace of Clubs",21,[],,20,9860,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Spades, 7 of Diamonds, 6 of Clubs, 4 of Clubs",19,"5 of Diamonds, 4 of Diamonds, 4 of Clubs, 3 of Diamonds, Ace of Spades",17,[],,-10,9840,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 8 of Clubs",18,"8 of Diamonds, 7 of Hearts, Jack of Hearts",25,[],,-10,9820,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, 7 of Spades, 4 of Spades",17,"6 of Spades, Jack of Spades, King of Diamonds",26,[],,-10,9800,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Diamonds, 3 of Spades, 9 of Diamonds, 2 of Hearts",18,"6 of Clubs, Jack of Diamonds, Jack of Spades",26,[],,-10,9780,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Hearts, 7 of Clubs, 5 of Diamonds, 6 of Spades",21,"Ace of Diamonds, Queen of Hearts",21,[],,0,9780,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 8 of Spades",19,"Jack of Spades, 4 of Diamonds, 7 of Hearts",21,[],,20,9790,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Clubs, King of Diamonds, Ace of Clubs, 4 of Diamonds",19,"10 of Clubs, 5 of Diamonds, 8 of Clubs",23,[],,-10,9770,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, King of Diamonds, 7 of Diamonds",19,"10 of Spades, Ace of Clubs",21,[],,20,9780,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, 5 of Clubs, 8 of Hearts, 10 of Hearts",25,"Jack of Diamonds, 7 of Clubs",17,[],,20,9790,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, 7 of Hearts",17,"6 of Diamonds, 7 of Diamonds, 9 of Diamonds",22,[],,-10,9770,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, 2 of Hearts, 4 of Spades, 8 of Clubs",24,"3 of Diamonds, 3 of Clubs, 5 of Diamonds, 4 of Hearts, 5 of Hearts",20,[],,20,9780,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 6 of Hearts, 3 of Spades",18,"10 of Spades, 2 of Hearts, 10 of Hearts",22,[],,-10,9760,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, Queen of Diamonds",20,"3 of Hearts, 6 of Diamonds, 8 of Spades",17,[],,-10,9740,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 8 of Hearts",18,"7 of Diamonds, 6 of Spades, 10 of Clubs",23,[],,-10,9720,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Spades, 6 of Clubs, 4 of Diamonds, Ace of Clubs",17,"6 of Diamonds, King of Hearts, 9 of Hearts",25,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 6 of Clubs, 10 of Spades",26,"6 of Spades, 5 of Spades, Queen of Spades",21,[],,20,9710,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Diamonds, 3 of Clubs, King of Spades",23,"7 of Clubs, 5 of Clubs, 4 of Clubs, 4 of Spades",20,[],,20,9720,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Diamonds, Ace of Spades, 2 of Hearts",17,"King of Clubs, 3 of Spades, Jack of Spades",23,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Spades, 3 of Clubs, 5 of Hearts",18,"2 of Spades, King of Spades, 6 of Clubs",18,[],,0,9700,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Hearts, 9 of Spades",20,"6 of Diamonds, Ace of Hearts",17,[],,-10,9680,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 4 of Hearts, 3 of Diamonds",17,"Queen of Spades, 9 of Spades",19,[],,20,9690,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, 8 of Spades, Jack of Spades, Ace of Hearts",22,"2 of Spades, 6 of Clubs, Jack of Hearts",18,[],,20,9700,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 2 of Spades, Queen of Hearts",22,"Ace of Spades, Queen of Hearts",21,[],,20,9710,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, 9 of Diamonds",19,"10 of Spades, Queen of Hearts",20,[],,20,9720,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, Ace of Diamonds",22,"8 of Diamonds, Jack of Clubs",18,[],,20,9730,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 2 of Diamonds, 6 of Spades",18,"Queen of Clubs, 7 of Clubs",17,[],,-10,9710,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Clubs, King of Diamonds, 4 of Spades",19,"Jack of Clubs, 9 of Spades",19,[],,0,9710,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, 2 of Hearts, Jack of Clubs",22,"6 of Hearts, 3 of Diamonds, 7 of Clubs, 2 of Spades",18,[],,20,9720,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, Queen of Spades",21,"8 of Clubs, King of Spades",18,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, 4 of Spades, Jack of Spades, 4 of Clubs",20,"5 of Hearts, 8 of Hearts, 9 of Clubs, Ace of Spades",23,[],,-10,9680,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, Ace of Clubs",18,"10 of Hearts, 5 of Hearts, 9 of Diamonds, Ace of Hearts",25,[],,-10,9660,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, 8 of Diamonds, 8 of Diamonds",21,"5 of Spades, 6 of Diamonds, 9 of Diamonds",20,[],,-10,9640,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, 10 of Hearts, King of Clubs",25,"Ace of Spades, Queen of Spades",21,[],,20,9650,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, 3 of Spades, 2 of Clubs, 6 of Spades",21,"9 of Hearts, Queen of Diamonds",19,[],,-10,9630,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Diamonds, 6 of Hearts, 5 of Hearts, 8 of Diamonds",21,"9 of Diamonds, Ace of Diamonds",20,[],,-10,9610,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, 3 of Diamonds, 7 of Diamonds",18,"7 of Spades, 2 of Clubs, 9 of Hearts",18,[],,0,9610,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, King of Clubs",19,"Queen of Clubs, 2 of Diamonds, King of Spades",22,[],,-10,9590,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, Queen of Clubs",20,"8 of Clubs, 10 of Clubs",18,[],,-10,9570,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, 4 of Spades, 5 of Spades, 10 of Spades",23,"10 of Diamonds, 2 of Diamonds, 2 of Hearts, 7 of Hearts",21,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 6 of Hearts, Queen of Diamonds",26,"Queen of Clubs, 6 of Clubs, 4 of Diamonds",20,[],,20,9590,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, Jack of Diamonds, 4 of Clubs",19,"7 of Diamonds, 3 of Clubs, 7 of Spades",17,[],,-10,9570,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 3 of Hearts, 10 of Hearts",23,"4 of Hearts, 5 of Spades, 10 of Spades",19,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 7 of Clubs",17,"King of Hearts, 9 of Spades",19,[],,20,9590,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Clubs, 9 of Diamonds",17,"Ace of Hearts, 4 of Hearts, 2 of Diamonds",17,[],,0,9590,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, 8 of Hearts",18,"4 of Clubs, 10 of Hearts, 3 of Spades",17,[],,-10,9570,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 3 of Hearts, 7 of Spades",19,"Jack of Diamonds, Jack of Spades",20,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Spades, 8 of Spades, 9 of Hearts",20,"5 of Clubs, 7 of Clubs, 9 of Clubs",21,[],,20,9590,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Spades, 6 of Hearts, 5 of Hearts",21,"8 of Clubs, Jack of Diamonds",18,[],,-10,9570,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Clubs, 7 of Spades",17,"9 of Spades, 8 of Spades",17,[],,0,9570,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, 8 of Diamonds",18,"King of Hearts, 9 of Clubs",19,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 10 of Diamonds, 5 of Spades",18,"9 of Clubs, 3 of Clubs, 6 of Spades",18,[],,0,9580,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Diamonds, 7 of Hearts",18,"7 of Hearts, Jack of Diamonds",17,[],,-10,9560,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, 3 of Diamonds, 10 of Diamonds",23,"8 of Spades, 8 of Hearts, 2 of Spades",18,[],,20,9570,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 3 of Hearts, 4 of Hearts",17,"10 of Clubs, 4 of Spades, 6 of Spades",20,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 3 of Diamonds, 8 of Diamonds",20,"Ace of Clubs, Queen of Clubs",21,[],,20,9590,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, 10 of Spades, 2 of Spades",18,"3 of Hearts, 8 of Hearts, 5 of Spades, 6 of Diamonds",22,[],,-10,9570,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 5 of Diamonds, 8 of Hearts",23,"6 of Diamonds, King of Clubs, Jack of Clubs",26,[],,0,9570,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 6 of Hearts, King of Diamonds",23,"King of Diamonds, 8 of Clubs",18,[],,20,9580,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Diamonds, 2 of Hearts, 9 of Spades",18,"Jack of Clubs, 7 of Spades",17,[],,-10,9560,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Spades, Queen of Spades, Ace of Hearts, 5 of Diamonds",20,"6 of Hearts, 9 of Diamonds, Jack of Hearts",25,[],,-10,9540,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, Queen of Hearts",20,"6 of Diamonds, 8 of Diamonds, Queen of Spades",24,[],,-10,9520,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Diamonds, 9 of Clubs",19,"9 of Hearts, 8 of Spades",17,[],,-10,9500,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Diamonds, 7 of Spades, Jack of Spades",26,"King of Spades, 7 of Spades",17,[],,20,9510,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, Queen of Hearts, Ace of Clubs, 4 of Hearts",20,"10 of Clubs, 5 of Clubs, Queen of Hearts",25,[],,-10,9490,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
