Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, Ace of Clubs",22,"3 of Diamonds, King of Clubs, Queen of Diamonds, Ace of Clubs",24,[],,0,9950,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 8 of Spades",18,"10 of Clubs, Queen of Clubs",20,[],,20,9960,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, 7 of Clubs",17,"8 of Spades, 7 of Hearts, Ace of Diamonds, 4 of Spades",20,[],,20,9970,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, 8 of Spades, King of Spades, Ace of Hearts",22,"5 of Clubs, Ace of Hearts, 5 of Spades",21,[],,20,9980,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Hearts, 2 of Spades, 7 of Hearts, 5 of Hearts",17,"7 of Diamonds, 7 of Clubs, 10 of Hearts",24,[],,-10,9960,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 6 of Diamonds, 10 of Hearts",25,"6 of Diamonds, 7 of Spades, 8 of Diamonds",21,[],,20,9970,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 4 of Hearts, Jack of Clubs",21,"3 of Clubs, 4 of Clubs, 5 of Diamonds, 6 of Clubs",18,[],,-10,9950,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, 10 of Diamonds",17,"5 of Spades, Ace of Hearts, 4 of Clubs",20,[],,20,9960,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, King of Hearts, 10 of Diamonds",22,"Jack of Hearts, Queen of Diamonds",20,[],,20,9970,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, Queen of Diamonds, 5 of Hearts",20,"Queen of Spades, 8 of Hearts",18,[],,-10,9950,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, Queen of Clubs, 3 of Spades",18,"3 of Hearts, 8 of Hearts, 6 of Spades",17,[],,-10,9930,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, Queen of Hearts",20,"8 of Diamonds, 4 of Spades, King of Hearts",22,[],,-10,9910,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 10 of Diamonds",20,"8 of Spades, 7 of Spades, 6 of Spades",21,[],,20,9920,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Spades, 3 of Spades, 7 of Spades",20,"2 of Diamonds, 6 of Spades, Ace of Spades",19,[],,-10,9900,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, 2 of Spades, 3 of Spades, 7 of Clubs",22,"4 of Hearts, 8 of Hearts, Ace of Diamonds, 7 of Diamonds",20,[],,20,9910,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, Ace of Clubs",21,"2 of Clubs, 5 of Diamonds, 9 of Hearts, King of Diamonds",26,[],,-10,9890,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, King of Clubs",19,"7 of Diamonds, 2 of Diamonds, 10 of Spades",19,[],,0,9890,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, 6 of Spades, 4 of Clubs",18,"9 of Spades, King of Hearts",19,[],,20,9900,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, Jack of Spades",21,"4 of Spades, 9 of Diamonds, 5 of Hearts",18,[],,-10,9880,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, King of Diamonds, 5 of Spades",21,"Queen of Diamonds, 2 of Spades, 6 of Diamonds",18,[],,-10,9860,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 3 of Hearts, Ace of Spades, Ace of Hearts",25,"10 of Clubs, 4 of Clubs, 8 of Hearts",22,[],,0,9860,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 4 of Spades, Queen of Hearts",24,"5 of Clubs, 3 of Hearts, 2 of Diamonds, 6 of Clubs, 6 of Hearts",22,[],,0,9860,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Clubs, 10 of Clubs",20,"8 of Diamonds, 4 of Hearts, 5 of Spades",17,[],,-10,9840,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 9 of Hearts",18,"4 of Spades, Jack of Spades, 10 of Spades",24,[],,-10,9820,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Spades, 8 of Clubs, King of Spades",24,"4 of Diamonds, King of Hearts, 7 of Hearts",21,[],,20,9830,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Hearts, Queen of Hearts, Queen of Spades",25,"6 of Hearts, 3 of Spades, Ace of Clubs",20,[],,20,9840,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Spades, 7 of Spades, Ace of Diamonds, Jack of Diamonds, Ace of Hearts",23,"4 of Hearts, 5 of Spades, 5 of Spades, 7 of Diamonds",21,[],,20,9850,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, Jack of Hearts",20,"4 of Diamonds, 7 of Clubs, 5 of Spades, 8 of Hearts",24,[],,-10,9830,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, 5 of Diamonds, 10 of Clubs",19,"7 of Clubs, 7 of Hearts, 6 of Clubs",20,[],,20,9840,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Diamonds, 10 of Hearts",20,"Queen of Diamonds, 2 of Diamonds, 10 of Diamonds",22,[],,-10,9820,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Spades, 4 of Spades, 10 of Clubs",22,"4 of Clubs, 7 of Diamonds, 7 of Diamonds",18,[],,20,9830,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 8 of Clubs, Queen of Clubs",23,"10 of Spades, Queen of Clubs",20,[],,20,9840,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 6 of Clubs, 10 of Clubs",25,"2 of Diamonds, 7 of Hearts, 4 of Hearts, 9 of Clubs",22,[],,0,9840,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Diamonds, 2 of Spades, 3 of Clubs, 9 of Spades",24,"4 of Diamonds, 5 of Hearts, 4 of Clubs, 5 of Clubs",18,[],,20,9850,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 8 of Clubs",18,"Jack of Clubs, 9 of Spades",19,[],,20,9860,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, Jack of Hearts",19,"Queen of Spades, 10 of Hearts",20,[],,20,9870,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, King of Hearts",20,"8 of Diamonds, 5 of Diamonds, 3 of Hearts, 2 of Clubs",18,[],,-10,9850,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, Jack of Hearts",19,"Queen of Spades, 5 of Clubs, 7 of Diamonds",22,[],,-10,9830,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 6 of Spades, 8 of Clubs",21,"Jack of Spades, 4 of Hearts, 8 of Diamonds",22,[],,-10,9810,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 9 of Clubs",20,"6 of Hearts, 8 of Hearts, King of Spades",24,[],,-10,9790,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, Queen of Hearts",19,"10 of Spades, Jack of Diamonds",20,[],,20,9800,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 9 of Diamonds, Queen of Spades, Ace of Hearts",23,"2 of Diamonds, 6 of Clubs, 10 of Diamonds",18,[],,20,9810,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 10 of Hearts",20,"3 of Clubs, 8 of Spades, Queen of Clubs, Ace of Hearts",22,[],,-10,9790,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, 10 of Clubs",21,"King of Clubs, 2 of Diamonds, King of Clubs",22,[],,-10,9770,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Hearts, 6 of Hearts, Jack of Spades, Ace of Diamonds",22,"7 of Spades, 3 of Hearts, King of Hearts",20,[],,20,9780,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Diamonds, King of Spades",20,"3 of Diamonds, 8 of Hearts, Jack of Hearts, Ace of Spades",22,[],,-10,9760,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 2 of Clubs, 7 of Clubs",18,"10 of Hearts, 4 of Clubs, 5 of Hearts",19,[],,20,9770,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, 4 of Clubs, King of Diamonds",24,"Jack of Hearts, King of Diamonds",20,[],,20,9780,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 3 of Diamonds, 3 of Clubs, Queen of Clubs",19,"8 of Hearts, King of Clubs",18,[],,-10,9760,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 2 of Spades, 2 of Spades, 5 of Hearts",20,"7 of Hearts, Queen of Diamonds",17,[],,-10,9740,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 3 of Spades, 10 of Spades",20,"2 of Hearts, 5 of Clubs, 6 of Hearts, King of Spades",23,[],,-10,9720,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, 4 of Spades, 2 of Spades, 3 of Hearts, 4 of Hearts, 4 of Clubs",19,"King of Clubs, 5 of Clubs, 10 of Diamonds, Ace of Hearts",26,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Diamonds, 6 of Spades, 3 of Spades",18,"Ace of Hearts, 10 of Clubs",21,[],,20,9710,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, 2 of Spades, King of Diamonds",22,"6 of Clubs, Ace of Spades",17,[],,20,9720,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Diamonds, Queen of Hearts",21,"10 of Hearts, 5 of Diamonds, 9 of Diamonds",24,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Spades, 6 of Diamonds, Queen of Diamonds",24,"7 of Clubs, 2 of Hearts, Jack of Spades",19,[],,20,9710,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, Queen of Hearts, 6 of Spades, Ace of Diamonds",22,"9 of Hearts, 6 of Diamonds, 5 of Spades",20,[],,20,9720,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Diamonds, 4 of Spades, Jack of Spades",20,"3 of Clubs, 8 of Spades, Ace of Diamonds, 7 of Spades",19,[],,-10,9700,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Hearts, Queen of Diamonds, Jack of Clubs, Ace of Clubs",23,"8 of Clubs, 2 of Hearts, 8 of Hearts",18,[],,20,9710,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Diamonds, King of Hearts",21,"8 of Spades, 2 of Clubs, 2 of Hearts",12,[],,-10,9690,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Diamonds, Ace of Clubs",20,"6 of Spades, Queen of Clubs, Queen of Hearts",26,[],,-10,9670,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, Jack of Spades, 9 of Clubs",25,"King of Diamonds, 9 of Diamonds",19,[],,20,9680,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Spades, 8 of Spades, Queen of Diamonds",21,"5 of Clubs, Queen of Hearts, King of Clubs",25,[],,-10,9660,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, 7 of Clubs, 3 of Spades, Jack of Clubs",23,"4 of Spades, 8 of Clubs, Ace of Spades, 3 of Hearts, 3 of Hearts",19,[],,20,9670,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, Jack of Diamonds",20,"7 of Clubs, 4 of Clubs, 4 of Diamonds, 8 of Diamonds",23,[],,-10,9650,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Diamonds, King of Diamonds, 6 of Diamonds",18,"3 of Spades, 7 of Hearts, Ace of Hearts",21,[],,20,9660,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, King of Clubs, Ace of Diamonds, 4 of Spades",17,"5 of Hearts, 4 of Clubs, 9 of Diamonds",18,[],,20,9670,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Clubs, 7 of Clubs, Ace of Clubs, Ace of Spades",23,"Jack of Diamonds, 6 of Clubs, 9 of Spades",25,[],,0,9670,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Diamonds, 5 of Spades, 3 of Spades, King of Diamonds, Ace of Hearts",25,"King of Clubs, 9 of Spades",19,[],,20,9680,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Diamonds, 3 of Spades, 5 of Diamonds, 8 of Diamonds",23,"4 of Clubs, 9 of Hearts, 3 of Clubs, Jack of Hearts",26,[],,0,9680,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, Ace of Spades",21,"6 of Diamonds, 7 of Diamonds, 9 of Hearts",22,[],,-10,9660,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Spades, 4 of Hearts, 9 of Clubs, Ace of Spades",22,"Queen of Clubs, 9 of Spades",19,[],,20,9670,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 3 of Diamonds, 3 of Hearts, 10 of Clubs",23,"Jack of Diamonds, Jack of Hearts",20,[],,20,9680,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Spades, 3 of Diamonds, 5 of Diamonds",18,"4 of Hearts, 4 of Diamonds, 10 of Diamonds",18,[],,0,9680,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, 8 of Spades, 7 of Clubs",18,"4 of Hearts, 10 of Diamonds, King of Spades",24,[],,-10,9660,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, 2 of Spades, 8 of Hearts",20,"4 of Spades, 6 of Clubs, Ace of Clubs",21,[],,20,9670,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Clubs, 8 of Spades, 10 of Diamonds",26,"2 of Clubs, 2 of Diamonds, 10 of Diamonds, 7 of Spades",21,[],,20,9680,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Spades, 5 of Clubs, Queen of Diamonds",19,"4 of Diamonds, King of Diamonds, 10 of Clubs",24,[],,-10,9660,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, 10 of Hearts",20,"King of Diamonds, Jack of Spades",20,[],,0,9660,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
