"7 of Hearts, 8 of Clubs, 2 of Hearts",17,"8 of Hearts, 10 of Hearts",18,[],,20,9860,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Diamonds, Ace of Spades, 3 of Clubs, 3 of Hearts",19,"Jack of Spades, 6 of Hearts, 2 of Hearts",18,[],,-10,9840,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Diamonds, 10 of Clubs, Ace of Hearts, 8 of Spades",21,"4 of Spades, 2 of Diamonds, 4 of Clubs, Jack of Hearts",20,[],,-10,9820,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 8 of Clubs",18,"Queen of Hearts, 5 of Diamonds, Jack of Diamonds",25,[],,-10,9800,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, 10 of Spades",17,"5 of Diamonds, King of Hearts, 8 of Spades",23,[],,-10,9780,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, Queen of Hearts",18,"4 of Spades, 3 of Diamonds, 4 of Spades, 5 of Clubs, 9 of Clubs",25,[],,-10,9760,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, 5 of Clubs, Jack of Clubs",23,"5 of Spades, 10 of Diamonds, 2 of Clubs",17,[],,20,9770,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 7 of Clubs, 2 of Clubs, Queen of Diamonds",26,"10 of Diamonds, 6 of Clubs, Jack of Hearts",26,[],,0,9770,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Diamonds, 8 of Spades",18,"7 of Diamonds, 3 of Spades, King of Spades",20,[],,20,9780,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, Queen of Clubs",20,"4 of Diamonds, 7 of Diamonds, 8 of Diamonds",19,[],,-20,9740,-40,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 10 of Hearts",20,"Queen of Clubs, 4 of Hearts, Jack of Clubs",24,[],,-10,9720,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, 3 of Clubs, Queen of Clubs, 7 of Hearts",23,"Jack of Hearts, Ace of Diamonds",21,[],,20,9730,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 10 of Clubs",20,"6 of Spades, 2 of Hearts, Queen of Clubs",18,[],,-10,9710,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Diamonds, Ace of Hearts",17,"Jack of Diamonds, 3 of Clubs, Ace of Clubs, 4 of Diamonds",18,[],,20,9720,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 6 of Clubs, 2 of Diamonds",18,"8 of Hearts, Jack of Spades",18,[],,0,9720,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 5 of Hearts, 4 of Diamonds, 7 of Diamonds, Ace of Clubs",22,"King of Clubs, 9 of Clubs",19,[],,20,9730,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, Ace of Spades",21,"7 of Spades, Ace of Diamonds",18,[],,-10,9710,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Spades, 9 of Spades, 10 of Spades",23,"7 of Spades, 7 of Spades, 10 of Diamonds",24,[],,0,9710,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Clubs, 10 of Clubs, Ace of Hearts, 3 of Diamonds",19,"10 of Spades, Queen of Spades",20,[],,20,9720,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Clubs, 4 of Spades, 10 of Spades",23,"2 of Diamonds, 4 of Hearts, 10 of Hearts, 3 of Spades",19,[],,20,9730,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Spades, Ace of Diamonds",17,"5 of Clubs, 4 of Spades, 4 of Clubs, 8 of Clubs",21,[],,20,9740,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, 4 of Clubs, 4 of Spades, 2 of Clubs, King of Spades",24,"5 of Spades, 10 of Spades, 8 of Clubs",23,[],,0,9740,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, 5 of Hearts, 8 of Spades",21,"4 of Hearts, 10 of Clubs, 5 of Clubs",19,[],,-10,9720,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, 10 of Spades",20,"10 of Hearts, 6 of Spades, King of Diamonds",26,[],,-10,9700,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, Queen of Hearts, 5 of Diamonds",21,"3 of Spades, 2 of Clubs, 2 of Spades, Jack of Clubs",17,[],,-10,9680,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Clubs, 10 of Spades",20,"9 of Spades, 2 of Clubs, Queen of Clubs",21,[],,40,9700,20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, 8 of Diamonds, 5 of Hearts",21,"Ace of Diamonds, 9 of Clubs",20,[],,-10,9680,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, King of Spades",17,"8 of Clubs, 5 of Spades, 7 of Clubs",20,[],,20,9690,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 4 of Hearts, 6 of Diamonds, 7 of Spades",22,"3 of Spades, 2 of Spades, Queen of Diamonds, 10 of Clubs",25,[],,0,9690,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, 6 of Diamonds, 9 of Spades",22,"5 of Clubs, 2 of Hearts, 9 of Diamonds, Queen of Diamonds",26,[],,0,9690,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Clubs, 3 of Clubs, 8 of Diamonds, Queen of Hearts",23,"3 of Hearts, Queen of Clubs, Jack of Hearts",23,[],,0,9690,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 4 of Clubs, 2 of Hearts, Jack of Diamonds",21,"Jack of Spades, Queen of Hearts",20,[],,-10,9670,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, 4 of Hearts, 7 of Hearts",21,"Jack of Clubs, 6 of Hearts, 4 of Hearts",20,[],,-10,9650,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, 4 of Diamonds, 6 of Diamonds",17,"2 of Spades, 7 of Clubs, 6 of Hearts, 6 of Clubs, Ace of Diamonds",22,[],,-10,9630,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Diamonds, 8 of Hearts, 8 of Clubs",18,"2 of Hearts, 10 of Diamonds, 9 of Clubs, Ace of Clubs",22,[],,-10,9610,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 7 of Spades",17,"10 of Diamonds, 10 of Hearts",20,[],,20,9620,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 6 of Hearts, 3 of Hearts, 10 of Spades",26,"Queen of Hearts, Jack of Spades",20,[],,20,9630,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Diamonds, 9 of Spades",20,"9 of Spades, 8 of Spades",17,[],,-10,9610,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Diamonds, Jack of Hearts",19,"3 of Diamonds, Jack of Clubs, 3 of Hearts, 9 of Hearts",25,[],,-10,9590,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, Ace of Hearts",21,"Ace of Diamonds, 3 of Diamonds, 2 of Clubs, 2 of Diamonds",18,[],,-10,9570,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 4 of Diamonds, 2 of Diamonds, 7 of Clubs",20,"9 of Clubs, King of Clubs",19,[],,-10,9550,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Spades, 8 of Diamonds",18,"5 of Clubs, 6 of Clubs, Jack of Spades",21,[],,40,9570,20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, 4 of Clubs, 3 of Spades, 9 of Clubs",24,"4 of Spades, King of Hearts, 10 of Hearts",24,[],,0,9570,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Spades, 5 of Diamonds, Jack of Hearts",17,"King of Spades, Jack of Clubs",20,[],,20,9580,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, 2 of Clubs, 10 of Diamonds",20,"7 of Diamonds, 6 of Spades, Jack of Spades",23,[],,-10,9560,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, 10 of Hearts",20,"2 of Diamonds, Queen of Diamonds, King of Diamonds",22,[],,-10,9540,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Diamonds, 3 of Clubs, 10 of Hearts",17,"5 of Clubs, Queen of Clubs, 5 of Diamonds",20,[],,20,9550,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, Jack of Diamonds, 7 of Hearts",20,"8 of Hearts, 5 of Diamonds, King of Hearts",23,[],,-10,9530,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 7 of Hearts",17,"4 of Diamonds, 2 of Spades, 9 of Hearts, 3 of Clubs",18,[],,20,9540,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 9 of Clubs",19,"Ace of Spades, 9 of Diamonds",20,[],,20,9550,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Spades, 3 of Hearts, King of Hearts",23,"10 of Clubs, 4 of Spades, Ace of Hearts, 4 of Spades",19,[],,20,9560,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, 4 of Hearts, 3 of Diamonds, Queen of Spades",23,"Queen of Diamonds, King of Diamonds",20,[],,20,9570,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, Queen of Spades, King of Diamonds",25,"6 of Diamonds, 4 of Clubs, Ace of Spades",21,[],,20,9580,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 6 of Spades",17,"King of Clubs, Ace of Clubs",21,[],,20,9590,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Hearts, 8 of Clubs",19,"Queen of Spades, 8 of Diamonds",18,[],,-10,9570,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Diamonds, Queen of Diamonds, Jack of Spades",24,"7 of Diamonds, 4 of Diamonds, 2 of Spades",13,[],,40,9590,20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Hearts, Queen of Clubs, King of Clubs",25,"7 of Spades, 6 of Clubs, King of Spades",23,[],,0,9590,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 7 of Spades",18,"5 of Hearts, Queen of Diamonds, King of Spades",25,[],,-10,9570,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, 9 of Spades",17,"6 of Diamonds, 2 of Hearts, 10 of Diamonds",18,[],,20,9580,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, 2 of Hearts, 3 of Spades, Jack of Diamonds, Ace of Spades",26,"8 of Spades, Ace of Hearts",19,[],,20,9590,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Clubs, 6 of Spades, 9 of Hearts",19,"3 of Diamonds, 3 of Spades, 5 of Spades, Jack of Diamonds",21,[],,20,9600,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Spades, 10 of Spades, 8 of Spades, Ace of Clubs",23,"3 of Spades, King of Diamonds, Ace of Spades, 3 of Clubs",17,[],,20,9610,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Hearts, 7 of Diamonds, 6 of Diamonds",19,"5 of Hearts, Jack of Diamonds, 7 of Hearts",22,[],,-10,9590,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 3 of Clubs, Queen of Spades",22,"7 of Diamonds, 8 of Clubs, 9 of Diamonds",24,[],,0,9590,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Clubs, 6 of Spades, 8 of Diamonds",21,"10 of Hearts, 4 of Hearts, 2 of Spades, 5 of Clubs",21,[],,0,9590,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, 9 of Spades",19,"5 of Diamonds, 2 of Spades, Queen of Hearts",17,[],,-10,9570,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Hearts, 9 of Spades, 6 of Hearts",21,"4 of Spades, 3 of Clubs, 9 of Hearts, Queen of Clubs",26,[],,-10,9550,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, 6 of Diamonds, 7 of Diamonds",21,"5 of Spades, 9 of Diamonds, 8 of Hearts, Ace of Diamonds",23,[],,-10,9530,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Hearts, 10 of Diamonds, Queen of Spades",23,"10 of Diamonds, Jack of Hearts",20,[],,20,9540,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, Jack of Diamonds, Queen of Spades",23,"5 of Hearts, 9 of Clubs, 10 of Spades, Ace of Spades",25,[],,0,9540,-10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, 4 of Spades, 10 of Clubs",23,"King of Clubs, 8 of Hearts",18,[],,20,9550,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, 2 of Diamonds, 3 of Clubs, Queen of Diamonds",25,"8 of Spades, 3 of Diamonds, 4 of Clubs",15,[],,40,9570,20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Clubs, King of Hearts, 2 of Spades",17,"7 of Hearts, 7 of Spades, Jack of Clubs",24,[],,-10,9550,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Clubs, 6 of Spades",17,"King of Clubs, King of Hearts",20,[],,20,9560,10,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, King of Diamonds",20,"6 of Clubs, Ace of Diamonds",17,[],,-10,9540,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Clubs, King of Hearts, 3 of Hearts",19,"8 of Diamonds, 5 of Hearts, 2 of Spades, 2 of Hearts",17,[],,-10,9520,-20,strat1
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, 7 of Spades, 5 of Clubs",20,"7 of Spades, 5 of Spades, 9 of Diamonds",21,[],,20,9530,10,strat1
